data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
5555156,144,SRI3533,3533,"09 July 2019",2019,1,Riots,"Mob violence","Rioters (Sri Lanka)","Students (Sri Lanka)",5,"Rioters (Sri Lanka)","Labour Group (Sri Lanka)",5,55,"Southern Asia","Sri Lanka",Southern,Matara,Matara,Matara,5.9485,80.5353,1,"Ada Derana",National,"On July 9, a clash ensued between the students' union and the non-academic staff, belonging to the Clerical and Industrial Services Association, at the University of Ruhuna in Matara locality (Matara, Matara district). Several students were reported injured in the incident, which had transpired following a heated argument. [size=no report]",0,1563283624,LKA
5555157,144,SRI3534,3534,"09 July 2019",2019,1,Protests,"Protest with intervention","Protesters (Sri Lanka)","IUSF: Inter University Students' Federation; Students (Sri Lanka)",6,"Police Forces of Sri Lanka (2015-)",,1,16,"Southern Asia","Sri Lanka",Western,Colombo,Thimbirigasyaya,Kollupitiya,6.9117,79.8478,1,"Daily Mirror (Sri Lanka); News1st (Sri Lanka); Sunday Times (Sri Lanka)",National,"On July 9, police fired tear gas and water cannons to disperse the protesting students belonging to the Inter University Students Federation (IUSF) in Kollupitiya locality (Thimbirigasyaya, Colombo district). The protest, along the Kollupitiya Junction-Galle Road route, had been launched showing opposition against the ""controversial"" Batticaloa Campus. [size=no report]",0,1563283624,LKA
5555158,144,SRI3535,3535,"09 July 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)",,6,,,0,60,"Southern Asia","Sri Lanka",Western,Kalutara,Beruwala,Beruwala,6.4788,79.9828,1,"Hiru News",National,"On July 9, a group of residents engaged in a protest by obstructing the railway line at Magalkanda - Beruwela crossing in Beruwala locality (Beruwala, Kalutara district). The protesters were requesting for the railway signal system to be repaired properly. [size=no report]",0,1563283624,LKA
5555150,144,SRI3527,3527,"08 July 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)","Buddhist Group (Sri Lanka)",6,,,0,60,"Southern Asia","Sri Lanka",Southern,Galle,"Galle Four Gravets",Galle,6.0367,80.217,2,"Lankadeepa; Lakbima",National,"On July 8, residents protested near the Pinnaduwa Gateway on the Southern Expressway near Galle area (Galle Four Gravets, Galle district), against the removal of the Samadhi Buddha statue from the area. [size=no report]",0,1563283624,LKA
5555151,144,SRI3528,3528,"08 July 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)","JVP: Janatha Vimukthi Peramuna",6,,,0,60,"Southern Asia","Sri Lanka",Western,Colombo,"Sri Jayawardanapura Kotte",Nugegoda,6.8735,79.8899,1,"Daily News (Sri Lanka)",National,"On July 8, members of Janatha Vimukthi Peramuna (JVP) protested by holding a street demonstration and a rally against the government at Nugegoda locality (Sri Jayawardanapura Kotte, Colombo district). [size=no report]",0,1563283624,LKA
5555152,144,SRI3529,3529,"08 July 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)","JVP: Janatha Vimukthi Peramuna",6,,,0,60,"Southern Asia","Sri Lanka",Western,Colombo,Moratuwa,Moratuwa,6.773,79.8816,2,"Hiru News",National,"On July 8, members of Janatha Vimukthi Peramuna (JVP) protested by organizing a protest walk against the government at Moratuwa city (Moratuwa, Colombo district). [size=no report]",0,1563283624,LKA
5555154,144,SRI3531,3531,"08 July 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)",,6,,,0,60,"Southern Asia","Sri Lanka",Central,Kandy,Kundasale,Digana,7.3016,80.733,1,"Hiru News",National,"On July 8, a group of residents of the old city of Digana engaged in a protest in Digana locality (Kundasale, Kandy district). The protesters were requesting that the roadway from Digana-Gonawala to Kumbukkandura be repaired. [size=no report]",0,1563283624,LKA
5555155,144,SRI3532,3532,"08 July 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)",,6,,,0,60,"Southern Asia","Sri Lanka","North Central",Polonnaruwa,Elahera,Attanakadawala,7.9335,80.8694,1,"Hiru News",National,"On July 8, residents engaged in a protest along the Giritale - Bakamuna Road section at Attanakadawala locality (Elahera, Polonnaruwa district). The authorities were forced to expedite repairing of the Jayasiripura - Bakamuna Road as a result of the protest. [size=no report]",0,1563283624,LKA
6255101,144,SRI3530,3530,"08 July 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)","Tamil Ethnic Group (Sri Lanka)",6,,,0,60,"Southern Asia","Sri Lanka",Northern,Jaffna,Jaffna,Jaffna,9.6685,80.0074,3,"BBC News",International,"On July 8, Tamils living in the Northern Province carried out protests in Northern Province near Jaffna area (Jaffna, Jaffna district, Northern Province), demanding the return of the missing persons. [size=no report]",0,1572403703,LKA
5555148,144,SRI3525,3525,"07 July 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)","JVP: Janatha Vimukthi Peramuna",6,,,0,60,"Southern Asia","Sri Lanka",Western,Kalutara,Kalutara,Kalutara,6.5831,79.9593,1,"Hiru News",National,"On July 7, members of Janatha Vimukthi Peramuna (JVP) protested by organizing a protest walk against the government at Kalutara city (Kalutara, Kalutara district). [size=no report]",0,1563283624,LKA
5555149,144,SRI3526,3526,"07 July 2019",2019,2,Riots,"Mob violence","Rioters (Sri Lanka)",,5,,,0,50,"Southern Asia","Sri Lanka",Uva,Moneragala,Moneragala,Monaragala,6.8714,81.3487,2,"Hiru News",National,"Assumed on July 7, rioters set fire to the Aliyawatte Forest Reserve ( Moneragala - Maragala Forest Reserve) in Moneragala area. Two persons were arrested in connection with the incident. [size=2]",0,1563283624,LKA
5555144,144,SRI3521,3521,"06 July 2019",2019,1,Riots,"Mob violence","Rioters (Sri Lanka)","Vigilante Group (Sri Lanka)",5,"Civilians (Sri Lanka)","Women (Sri Lanka)",7,57,"Southern Asia","Sri Lanka",Western,Kalutara,Kalutara,Morontuduwa,6.6594,79.9726,1,"Ada Derana",National,"On July 6, villagers assaulted a woman while they were engaged in raiding two houses to nab suspects operating drug rackets in Kudagonaduwa and Thudawa areas of Moronthuduwa locality (Kalutara, Kalutara district). [size=no report]",0,1563283624,LKA
5555145,144,SRI3522,3522,"06 July 2019",2019,2,Riots,"Mob violence","Rioters (Sri Lanka)","Labour Group (Sri Lanka)",5,"Civilians (Sri Lanka)","Labour Group (Sri Lanka)",7,57,"Southern Asia","Sri Lanka",Central,"Nuwara Eliya",Kothmale,Kothmale,7.0619,80.681,2,"Hiru News",National,"As reported on July 6, employees of the Bloomfield estate assaulted estate managers, as well as damaged estate properties in Kothmale area (Kothmale, Nuwara Eliya district). The group alleged that Employee Provident Fund and Employee Trust Fund were not provided adequately to the employees. [size=17]",0,1563283624,LKA
5555146,144,SRI3523,3523,"06 July 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)",,6,,,0,60,"Southern Asia","Sri Lanka",Western,Kalutara,Kalutara,Morontuduwa,6.6594,79.9726,1,"Ada Derana",National,"On July 6, villagers protested in front of the Moronthuduwa Police Station in Moronthuduwa locality (Kalutara, Kalutara district), demanding action against the suspects arrested for operating drug rackets in their area. [size=no report]",0,1563283624,LKA
5555147,144,SRI3524,3524,"06 July 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)",,6,,,0,60,"Southern Asia","Sri Lanka",Northern,Vavuniya,"Vavuniya South",Vavuniya,8.7514,80.4971,2,"Island (Sri Lanka)",National,"On July 6, relatives of the missing persons, including members of several voluntary organizations, held a protest march in Vavuniya area (Vavuniya South, Vavuniya). The protesters were criticizing the United Nations for not doing enough for those who had disappeared during the war. [size=no report]",0,1563283624,LKA
5549496,144,SRI3519,3519,"05 July 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)",,6,,,0,60,"Southern Asia","Sri Lanka",Uva,Moneragala,Badalkumbura,Badalkumbura,6.8922,81.2396,1,"Hiru News",National,"On July 5, residents of Badalkumbura locality protested by taking to streets in Badalkumbura locality (Badalkumbura, Moneragala district). The protesters were demanding solution for their water problems. [size=no report]",0,1562671722,LKA
5549497,144,SRI3520,3520,"05 July 2019",2019,1,Protests,"Protest with intervention","Protesters (Sri Lanka)","Buddhist Group (Sri Lanka)",6,"Police Forces of Sri Lanka (2015-)",,1,16,"Southern Asia","Sri Lanka",Central,Kandy,Udapalatha,Gampola,7.1643,80.5696,1,"Daily News (Sri Lanka)",National,"On July 5, police intervened in the protest organized by Gampola residents, along with a Buddhist Monk, in Gampola locality (Udapalatha, Kandy district). The monk was reportedly assaulted by the Gampola police team. The protest was organized to pressure the government into repairing the Gampola-Udagama road section. [size=no report]",0,1562671722,LKA
5549568,144,SRI3514,3514,"04 July 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)","NFF: National Freedom Front",6,,,0,60,"Southern Asia","Sri Lanka",Western,Colombo,"Sri Jayawardanapura Kotte",Nugegoda,6.8735,79.8899,1,"Hiru News",National,"On July 4, protesters, including members of the National Freedom Front, held a rally against Wahab extremism at the Ananda Samarakoon open air theatre in Nugegoda locality (Sri Jayawardanapura Kotte, Colombo district). [size=no report]",0,1562671722,LKA
5549569,144,SRI3516,3516,"04 July 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Sri Lanka)",,3,,,0,30,"Southern Asia","Sri Lanka",Northern,Mullaitivu,Maritimepattu,Mullaitivu,9.268,80.815,1,"Hiru News",National,"On July 4, an explosion occurred near Mullaitivu Security Forces Headquarters in Mullaitivu locality (Maritimepattu, Mullaitivu district), possibly with the intention to destruct armored tanks.",0,1562671722,LKA
5549570,144,SRI3513,3513,"04 July 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)","Buddhist Group (Sri Lanka)",6,,,0,60,"Southern Asia","Sri Lanka",Central,Kandy,Udapalatha,Gampola,7.1643,80.5696,1,"Daily News (Sri Lanka)",National,"On July 4, residents, in the leadership of a Buddhist Monk, protested in Gampola locality (Udapalatha, Kandy district). The protesters were demanding the government to repair the Gampola-Udagama road section. [size=no report]",0,1562671722,LKA
5549571,144,SRI3517,3517,"04 July 2019",2019,2,Protests,"Peaceful protest","Protesters (Sri Lanka)",,6,,,0,60,"Southern Asia","Sri Lanka",Southern,Matara,Pitabeddara,Pitabeddara,6.2014,80.4593,1,"Hiru News",National,"As reported on July 4, a group of parents of Matara Pitabaddara Maha Vidyalaya school staged a protest against Minister Sagala Rathnayake when he arrived in the school at Pitabaddara locality (Pitabeddara, Matara district). The protesters claimed that the minister failed to appoint a principal to the school despite their continuous request. [size=no report]",0,1562671722,LKA
5549577,144,SRI3518,3518,"04 July 2019",2019,2,Protests,"Peaceful protest","Protesters (Sri Lanka)",,6,,,0,60,"Southern Asia","Sri Lanka",Southern,Galle,Akmeemana,Akmeemana,6.0825,80.3019,1,"Island (Sri Lanka)",National,"As reported on July 4, parents of the students of Manawil Upananda primary school protested against the death of a fellow parent in Akmeemana locality (Akmeemana, Galle district). The protesters were expressing dissatisfaction after a parent was shot by an army while he attempted to enter inside the school to see his sick child. [size=no report]",0,1562671722,LKA
5549567,144,SRI3515,3515,"04 July 2019",2019,1,Riots,"Mob violence","Rioters (Sri Lanka)",,5,"Police Forces of Sri Lanka (2015-)",,1,15,"Southern Asia","Sri Lanka",Eastern,Batticaloa,"Manmunai North",Batticaloa,7.7102,81.6924,2,"Ada Derana",National,"On July 4, a group assaulted two traffic policemen of Batticaloa police division in Pudur locality near Batticaloa area (Eravur Town, Batticaloa district). The policemen suffered injuries as a result of the incident. Four people were arrested in connection with the incident [size=no report]",0,1562671722,LKA
5549672,144,SRI3511,3511,"03 July 2019",2019,1,Riots,"Mob violence","Rioters (Sri Lanka)",,5,"Civilians (Sri Lanka)",,7,57,"Southern Asia","Sri Lanka",Northern,Jaffna,Jaffna,Jaffna,9.6685,80.0074,2,"Sunday Times (Sri Lanka)",National,"On July 3, two unidentified individuals carried out a petrol bomb attack on a shop in Jaffna area (Jaffna, Jaffna district). Several individuals sustained injuries as a result of the incident. Damages to the shop were also reported. [size=2]",0,1562671722,LKA
5549673,144,SRI3512,3512,"03 July 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)",,6,,,0,60,"Southern Asia","Sri Lanka",Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,"Sunday Times (Sri Lanka)",National,"On July 3, prisoners rights group gathered at the Fort Railway Station in Colombo city (Colombo, Colombo district), to voice against the President's decision to implement the death penalty in the country. [size=no report]",0,1562671722,LKA
5549763,144,SRI3510,3510,"02 July 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)",,6,,,0,60,"Southern Asia","Sri Lanka",Northern,Jaffna,Jaffna,Jaffna,9.6685,80.0074,2,"Daily News (Sri Lanka)",National,"On July 2, a protest was staged in Jaffna area (Jaffna, Jaffna district), against the leaders and members of Tamil National Alliance (TNA). The protesters criticized TNA for refusing to include the names of two members of the Cadres For Democracy Party into the TNA nomination papers in the Northern and Eastern provinces during the last election. [size=no report]",0,1562671722,LKA
5549769,144,SRI3509,3509,"02 July 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)","TNPF: Tamil National People's Front; Tamil Ethnic Group (Sri Lanka)",6,,,0,60,"Southern Asia","Sri Lanka",Northern,Jaffna,Jaffna,Jaffna,9.6685,80.0074,2,"Tamil Guardian",International,"On July 2, Tamils, including members of Tamil National People's Front, protested by chanting slogans in Jaffna area (Jaffna, Jaffna district), demanding the release of political prisoners. [size=no report]",0,1562671722,LKA
5549773,144,SRI3508,3508,"02 July 2019",2019,1,Protests,"Protest with intervention","Protesters (Sri Lanka)","Students (Sri Lanka)",6,"Police Forces of Sri Lanka (2015-)",,1,16,"Southern Asia","Sri Lanka",Southern,Matara,Matara,Matara,5.9485,80.5353,2,"Lankadeepa; News1st (Sri Lanka)",National,"On July 2, police and riot squads closed down the main entrance of the Rahuna university and intervened in the peaceful protest organized by the student union and student leaders at the University of Ruhuna in Matara area (Matara, Matara district). The students were demonstrating against the reportedly arbitrary actions of the vice-chancellor. [size=no report]",0,1562671722,LKA
5549775,144,SRI3507,3507,"02 July 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)","Buddhist Group (Sri Lanka)",6,,,0,60,"Southern Asia","Sri Lanka",Central,Kandy,"K.F.G. & G. Korale",Kandy,7.2955,80.6356,2,"Island (Sri Lanka)",National,"On July 2, members of Bhikku Organizations, including Jathika Sangha Sabha and Thri Nikayika Bhikshu Ekamuthuwa, launched a protest march in Kandy area (K.F.G. & G. Korale, Kandy district). The protest was against some NGOs for challenging a statement made by a Buddhist monk, Mahanayake Thera of Asgiriya Wakaragoda Sri Gnanaratana. [size=no report]",0,1562671722,LKA
5549897,144,SRI3505,3505,"01 July 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)","Labour Group (Sri Lanka)",6,,,0,60,"Southern Asia","Sri Lanka",Southern,Hambantota,Hambantota,Hambantota,6.1241,81.1185,1,"Hiru News",National,"On July 1, the business community of Hambantota town protested by displaying a black flag in Hambantota locality (Hambantota, Hambantota district). The protesters were against the opening of a new hospital at Katuwewa area as they claimed that it would affect their businesses. [size=no report]",0,1562671722,LKA
5575626,144,SRI3506,3506,"01 July 2019",2019,2,Protests,"Peaceful protest","Protesters (Sri Lanka)",,6,,,0,60,"Southern Asia","Sri Lanka",Western,Colombo,Colombo,Colombo,6.9319,79.8478,2,"Hiru News; Ada Derana",National,"As reported on July 1, the residents living along the Colombo Harbour to the Kolonnawa warehouse protested near Colombo area (Colombo, Colombo district), by obstructing the construction of the pipeline along the route. The residents obstructed the pipe-laying project complaining that they would lose their shelter if the project activities were carried out. [size=no report]",0,1563305285,LKA
5550044,144,SRI3501,3501,"30 June 2019",2019,1,"Violence against civilians",Attack,"Police Forces of Sri Lanka (2015-)",,1,"Civilians (Sri Lanka)",,7,17,"Southern Asia","Sri Lanka",Central,"Nuwara Eliya",Ambagamuwa,Ginigathhena,6.9903,80.4877,1,"Ada Derana",National,"On June 30, an individual was allegedly assaulted by some officers at the Ginigathhena Police Station in Ginigathhena locality (Ambagamuwa, Nuwara Eliya district). The person was admitted to the Ginigathhena District Hospital for sustaining leg injuries. The police, on the contrary, have denied such allegations.",0,1562671723,LKA
5550049,144,SRI3502,3502,"30 June 2019",2019,2,Protests,"Peaceful protest","Protesters (Sri Lanka)","Tamil Ethnic Group (Sri Lanka)",6,,,0,60,"Southern Asia","Sri Lanka",Northern,Mullaitivu,Maritimepattu,Mullaitivu,9.268,80.815,2,"Tamil Guardian",International,"Assumed on June 30, families of the disappeared persons marked their 846th day of continuous protest in Mullaitivu area (Maritimepattu, Mullaitivu district). The protesters gathered in the area demanded to know the whereabouts of their disappeared loved ones, and sought justice for them. [size=no report]",0,1562671723,LKA
5550054,144,SRI3503,3503,"30 June 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)","Tamil Ethnic Group (Sri Lanka)",6,,,0,60,"Southern Asia","Sri Lanka",Northern,Jaffna,Jaffna,Jaffna,9.6685,80.0074,2,"Tamil Guardian",International,"On June 30, families of the disappeared from Vavuniya held a protest outside the Ilankai Thamil Arasu Katchi national conference hall in Jaffna area (Jaffna, Jaffna district), accusing Tamil politicians of failing to take sufficient action to provide justice to the families of the disappeared persons. [size=no report]",0,1562671723,LKA
5550058,144,SRI3504,3504,"30 June 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)","Tamil Ethnic Group (Sri Lanka)",6,,,0,60,"Southern Asia","Sri Lanka",Northern,Kilinochchi,Karachchi,Kilinochchi,9.3961,80.3982,2,"Tamil Guardian",International,"On June 30, families of the disappeared marked their 859th day of continuous protest in Kilinochchi area (Karachchi, Kilinochchi district). The protesters gathered in the area criticized the local Tamil politicians for failing to provide them justice. [size=no report]",0,1562671723,LKA
5550115,144,SRI3497,3497,"29 June 2019",2019,1,Riots,"Mob violence","Rioters (Sri Lanka)","Government of Sri Lanka (2015-)",5,"Police Forces of Sri Lanka (2015-)",,1,15,"Southern Asia","Sri Lanka","North Western",Kurunegala,Narammala,Narammala,7.4337,80.1971,1,"Daily Mirror (Sri Lanka)",National,"On June 29, Deputy Chairman of Narammala Pradeshiya Sabha, Manjula Polgampola, was arrested and remanded for allegedly assaulting a Police Constable inside Narammala Police Station in Narammala locality (Narammala, Kurunegala district). The constable was injured in the incident and was admitted to the Kuliyapitiya Hospital. [size=no report]",0,1562671723,LKA
5550118,144,SRI3498,3498,"29 June 2019",2019,1,Riots,"Mob violence","Rioters (Sri Lanka)",,5,"Police Forces of Sri Lanka (2015-)",,1,15,"Southern Asia","Sri Lanka","North Western",Puttalam,Chilaw,Chilaw,7.5758,79.7953,2,"Daily Mirror (Sri Lanka)",National,"On June 29, a police constable attached to the Ministerial Security Division (MSD) was allegedly assaulted with a club by the son of Puttalam District's parliamentarian at the MP's residence at Sedawatta locality near Chilaw area (Chilaw, Puttalam district). The police constable sustained injuries following the incident. [size=no report]",0,1562671723,LKA
5550133,144,SRI3500,3500,"29 June 2019",2019,2,"Strategic developments","Disrupted weapons use","Police Forces of Sri Lanka (2015-)",,1,"Unidentified Armed Group (Sri Lanka)",,3,13,"Southern Asia","Sri Lanka",Northern,Vavuniya,"Vavuniya South",Vavuniya,8.7514,80.4971,2,"Island (Sri Lanka)",National,"As reported on June 29, Omanthai police discovered a large haul of landmines in the Ilayamarndankulam forest in Vavuniya area (Vavuniya South, Vavuniya).",0,1562671723,LKA
6265336,144,SRI3499,3499,"29 June 2019",2019,1,"Violence against civilians",Attack,"Military Forces of Sri Lanka (2015-)",,1,"Civilians (India)","Fishermen (India)",7,17,"Southern Asia","Sri Lanka",Northern,,,"West Coast of Northern",9.3531,79.4209,3,"Economic Times (India)",Regional,"On June 29, Sri Lankan naval personnel allegedly attacked and injured several Indian fishermen when the latter's boat crossed the International Maritime Boundary Line and into the island nation's territorial waters near West Coast of Northern province.",0,1572403716,LKA
6233476,144,SRI3495,3495,"28 June 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)",,6,,,0,60,"Southern Asia","Sri Lanka",Western,Colombo,Colombo,Welikada,6.9081,79.8871,1,"BBC News; Reuters",International,"On June 28, protests took place outside the Welikada prison in Welikada locality (Colombo, Colombo district), against the reinstatement of capital punishment in the country. [size=no report]",0,1572403613,LKA
5545116,144,SRI3494,3494,"28 June 2019",2019,1,"Violence against civilians",Attack,"Unidentified Armed Group (Sri Lanka)",,3,"Civilians (Sri Lanka)","Government of Sri Lanka (2015-)",7,37,"Southern Asia","Sri Lanka",Western,Kalutara,Mathugama,Matugama,6.5204,80.1128,2,"Ada Derana",National,"On June 28, a Samurdhi Development Officer was stabbed to death with a sharp weapon in Matugama area (Mathugama, Kalutara district). Further investigation into the incident is ongoing.",1,1562070144,LKA
5550159,144,SRI3496,3496,"27 June 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)","Tamil Ethnic Group (Sri Lanka)",6,,,0,60,"Southern Asia","Sri Lanka",Eastern,Trincomalee,"Trincomalee Town and Gravets",Trincomalee,8.5711,81.2335,2,"Tamil Guardian",International,"On June 27, families of the disappeared held protest in Trincomalee area (Trincomalee Town and Gravets, Trincomalee district), demanding to know the whereabouts of their disappeared loved ones, and seeking justice for them. [size=no report]",0,1562671723,LKA
5545113,144,SRI3493,3493,"27 June 2019",2019,1,Riots,"Mob violence","Rioters (Sri Lanka)",,5,"Civilians (Sri Lanka)","GMOA: Government Medical Officers' Association; Health Workers (Sri Lanka)",7,57,"Southern Asia","Sri Lanka",Western,Kalutara,Kalutara,Kalutara,6.5831,79.9593,2,"Lanka Views",National,"On June 27, an unknown group hurled stones and vandalized a medical center in Kudawaskaduwa locality near Kalutara area (Kalutara, Kalutara district). The medical center belonged to the deputy secretary of the Government Medical Officers' Association, Dr. Naveen de Soyza. [size=no report]",0,1562070144,LKA
5545114,144,SRI3492,3492,"27 June 2019",2019,2,"Strategic developments","Disrupted weapons use","Police Forces of Sri Lanka (2015-)",,1,"Unidentified Armed Group (Sri Lanka)",,3,13,"Southern Asia","Sri Lanka",Eastern,Batticaloa,Kattankudy,Kattankudy,7.6824,81.7334,2,"Ada Derana",National,"As reported on June 27, police recovered a large stock of explosive devices, detonators, and ammunition from several locations of an abandoned, wooded property near Kattankudy area (Kattankudy, Batticaloa district). The information was uncovered by the Criminal Investigations Department (CID) from a suspec who is under the custody of CID in connection with the Easter Sunday bombings.",0,1562070144,LKA
5545115,144,SRI3491,3491,"27 June 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)","Students (Sri Lanka)",6,,,0,60,"Southern Asia","Sri Lanka",Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,"Sunday Times (Sri Lanka)",National,"On June 27, students protested in front of the US Embassy in Colombo city (Colombo, Colombo district). The protesters were demonstrating against the US government's interference in Iran and Venezuela stating that the US government does not have the right to interfere into the internal matters of other countries. [size=no report]",0,1562070144,LKA
5545111,144,SRI3489,3489,"26 June 2019",2019,1,"Strategic developments","Disrupted weapons use","Police Forces of Sri Lanka (2015-)","Military Forces of Sri Lanka (2015-)",1,"Unidentified Armed Group (Sri Lanka)",,3,13,"Southern Asia","Sri Lanka","North Western",Kurunegala,"Kuliyapitiya West",Kuliyapitiya,7.4688,80.0401,2,"Hiru News",National,"On June 26, security forces detonated a hand grenade in the premises of Udubaddawa-Kuliyapitiya Divisional Secretariat office in Kuliyapitia locality (Kuliyapitia, Kurunegala district). The Army and the Police have launched a special investigation in connection with the incident.",0,1562070144,LKA
5545112,144,SRI3488,3488,"26 June 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)","Farmers (Sri Lanka)",6,,,0,60,"Southern Asia","Sri Lanka",Southern,Galle,Nagoda,Thalgaswala,6.2574,80.2754,1,"Hiru News",National,"On June 26, a group of cultivators of minor export crops engaged in a protest in the town of Thalgaswala (Nagoda, Galle district). The protesters expressed dissatisfaction for not receiving fair prices for their produce and also for the hardships they were facing due to the economic policies of the government. [size=no report]",0,1562070144,LKA
5575624,144,SRI3487,3487,"26 June 2019",2019,1,"Strategic developments",Arrests,"Military Forces of Sri Lanka (2015-)",,1,"Civilians (India)","Fishermen (India)",7,17,"Southern Asia","Sri Lanka",Northern,,,"West Coast of Northern",9.3531,79.4209,2,"Lankadeepa; Ada Derana",National,"On June 26, Sri Lankan Navy arrested four Indian fishermen from the high seas in Palk Bay near Delft Island (Delft, Jaffna district, Northern Province), for trespassing into the territorial waters of Sri Lanka. Indian officials were informed about the arrests of the Indian nationals.",0,1563305285,LKA
5575625,144,SRI3490,3490,"26 June 2019",2019,2,Riots,"Mob violence","Rioters (Sri Lanka)",,5,"Rioters (Sri Lanka)",,5,55,"Southern Asia","Sri Lanka",Southern,Hambantota,Ambalanthota,Hungama,6.1087,80.9309,1,"News1st (Sri Lanka); Hiru News",National,"As reported on June 26, a clash was reported between two groups in Hungama Gurupokuna fisheries harbor (Kalametiya fishery harbor) in Hungama locality (Ambalanthota, Hambantota district). The reason for the clash was not reported. [size=no report]",0,1563305285,LKA
5545103,144,SRI3484,3484,"25 June 2019",2019,2,"Violence against civilians",Attack,"Unidentified Armed Group (Sri Lanka)",,3,"Civilians (Sri Lanka)","Military Forces of Sri Lanka (2015-)",7,37,"Southern Asia","Sri Lanka","North Western",Puttalam,Puttalam,Puttalam,8.0362,79.8283,2,"Hiru News",National,"As reported on June 25, an army man was found dead in mysterious circumstances from Sinnavilluva tank in Puttalam area (Puttalam, Puttalam district). The deceased, attached to the Puttalam Army Training Camp, had accompanied his fellow privates to the area last Sunday.",1,1562070144,LKA
5545104,144,SRI3482,3482,"25 June 2019",2019,2,Battles,"Armed clash","Kegalle Communal Militia (Sri Lanka)",,4,"Kegalle Communal Militia (Sri Lanka)",,4,44,"Southern Asia","Sri Lanka",Sabaragamuwa,Kegalle,Kegalle,Kegalle,7.2523,80.3436,2,"Ada Derana",National,"As reported on June 25, supposedly a clash ensued between two parties over a dispute regarding a plot of land in Hiriwadunna locality near Kegalle area (Kegalle, Kegalle district). Police arrested two individuals in connection with the incident, and also recovered arms and ammunition from the arrestees.",0,1562070144,LKA
5545107,144,SRI3485,3485,"25 June 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)",,6,,,0,60,"Southern Asia","Sri Lanka","North Central",Anuradhapura,Kekirawa,Maradankadawala,8.1268,80.5621,2,"Hiru News",National,"On June 25, residents engaged in a protest at Maradankadawala - Hichchikattiya area near Maradankadawala town (Kekirawa, Anuradhapura district). The protesters were demanding for solutions to wild elephant related problems in their area. [size=no report]",0,1562070144,LKA
5545108,144,SRI3486,3486,"25 June 2019",2019,1,Protests,"Peaceful protest","Protesters (Sri Lanka)",,6,,,0,60,"Southern Asia","Sri Lanka",Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,"Hiru News",National,"On June 25, a group of residents of Bloemendhal area engaged in a protest near the garbage mountain at Bloemendhal locality in Colombo city (Colombo, Colombo district). The protest was against the Municipal Council Member of the United National Party, who had failed to deliver on her promises of providing new houses to the people living in the vicinity of the garbage mountain. [size=no report]",0,1562070144,LKA
5575623,144,SRI3483,3483,"25 June 2019",2019,1,Riots,"Mob violence","Rioters (Sri Lanka)",,5,"Civilians (Sri Lanka)",,7,57,"Southern Asia","Sri Lanka",Southern,Hambantota,Ambalanthota,Hungama,6.1087,80.9309,1,"News1st (Sri Lanka); Hiru News",National,"On June 25, a group of rioters allegedly set fire at Hungama Gurupokuna fisheries harbor (Kalametiya fishery harbor) in Hungama locality (Ambalanthota, Hambantota district). Properties, including many boats and fishing nets, were destroyed in the incident. [size=no report]",0,1563305285,LKA
